STT,pickup_longitude,pickup_latitude,PUcity,PUdistrict
615,-73.97693,40.7493,New York,Murray Hill
616,-74.00886,40.71591,New York,Tribeca
617,-73.9745,40.74693,New York,Murray Hill
618,-73.98716,40.76592,New York,Clinton
619,-73.99201,40.75429,New York,Garment District
620,-73.99162,40.7264,New York,East Village
621,-73.94526,40.79362,New York,East Harlem
622,-73.97357,40.76359,New York,Midtown Center
623,-73.99013,40.7145,New York,Chinatown
624,-73.97402,40.75725,New York,Midtown Center
625,-73.97405,40.751,New York,Midtown South Central
626,-73.95567,40.77234,New York,Upper East Side
627,-73.98184,40.7708,New York,Lincoln Square
628,-73.99874,40.74488,New York,Chelsea
629,-74.01132,40.71659,New York,Tribeca
630,-73.98255,40.73533,New York,Gramercy Park
631,-73.98103,40.74428,New York,Kips Bay
632,-73.98709,40.76119,New York,Clinton
633,-73.9712,40.75834,New York,Midtown Center
634,-73.96761,40.8026,New York,Upper West Side
635,-73.95958,40.71505,Brooklyn,Greenpoint
636,-73.98429,40.72898,New York,East Village
637,-73.9931,40.74236,New York,Flatiron District
638,-73.97299,40.7852,New York,Upper West Side
639,-73.98602,40.76232,New York,Theater District-Times Square
640,-73.97727,40.7769,New York,Upper West Side
641,-73.93758,40.79711,New York,East Harlem
642,-73.98314,40.75552,New York,Midtown Center
643,-73.99037,40.75128,New York,Garment District
644,-73.9959,40.76726,New York,Clinton
645,-73.98942,40.77307,New York,Lincoln Square
646,-73.94463,40.77948,New York,Yorkville
647,0,0,,
648,-73.98981,40.72568,New York,East Village
649,-73.87445,40.77405,Flushing,
650,-74.0099,40.71277,New York,Tribeca
651,-73.98953,40.7572,New York,Theater District-Times Square
652,-73.98567,40.74983,New York,Koreatown
653,-74.01,40.7208,New York,Tribeca
654,0,0,,
655,-73.9782,40.75222,New York,Midtown South Central
656,-73.98061,40.76432,New York,Clinton
657,-73.99586,40.76433,New York,Clinton
658,-74.00776,40.74313,New York,Chelsea
659,-73.97549,40.75603,New York,Midtown Center
660,-73.96147,40.77164,New York,Upper East Side
661,-74.00069,40.73073,New York,Greenwich Village
662,-73.99736,40.72307,New York,Soho
663,-73.99129,40.77462,New York,Lincoln Square
664,-73.95307,40.77173,New York,Upper East Side
665,-73.99443,40.71926,New York,Lower East Side
666,-73.97802,40.7526,New York,Midtown Center
667,-73.96789,40.80122,New York,Upper West Side
668,-73.9786,40.77776,New York,Upper West Side
669,-73.9675,40.80287,New York,Upper West Side
670,-73.97155,40.7612,New York,Midtown Center
671,-73.87443,40.77398,Flushing,
672,-74.0083,40.71464,New York,Tribeca
673,-73.96047,40.76991,New York,Upper East Side
674,-73.99058,40.7184,New York,Lower East Side
675,-73.97757,40.75857,New York,Midtown Center
676,-73.97226,40.79645,New York,Upper West Side
677,-73.98502,40.74263,New York,Midtown South Central
678,-73.95878,40.7166,Brooklyn,Greenpoint
679,-74.00244,40.73436,New York,West Village
680,-74.00693,40.72993,New York,West Village
681,-73.97826,40.77745,New York,Upper West Side
682,-73.97823,40.74798,New York,Murray Hill
683,-73.96114,40.76512,New York,Upper East Side
684,-73.98475,40.75727,New York,Theater District-Times Square
685,-73.95898,40.76376,New York,Upper East Side
686,-73.93731,40.7443,Long Island City,Sunnyside
687,-73.97249,40.75596,New York,Midtown Center
688,-73.98432,40.74318,New York,Midtown South Central
689,-73.99518,40.7251,New York,Nolita
690,-73.95378,40.77458,New York,Yorkville
691,-73.98227,40.77669,New York,Lincoln Square
692,-73.9833,40.78168,New York,Upper West Side
693,-73.77672,40.64538,Jamaica,
694,-73.96088,40.78098,New York,Upper East Side
695,-74.00159,40.74099,New York,Chelsea
696,-73.98038,40.74271,New York,Kips Bay
697,-73.98516,40.74189,New York,Kips Bay
698,-73.98176,40.74098,New York,Kips Bay
699,-73.9591,40.77153,New York,Upper East Side
700,-73.99389,40.72693,New York,Noho
701,-73.98652,40.75554,New York,Theater District-Times Square
702,-73.95742,40.78279,New York,Upper East Side
703,-73.95362,40.77536,New York,Yorkville
704,-73.96885,40.79083,New York,Upper West Side
705,-73.95665,40.7678,New York,Upper East Side
706,-73.9736,40.78468,New York,Upper West Side
707,-74.00162,40.73547,New York,West Village
708,-74.00146,40.74112,New York,Chelsea
709,-73.99159,40.75998,New York,Clinton
710,-73.98692,40.75363,New York,Garment District
711,-73.86372,40.76942,Flushing,
712,0,0,,
713,-73.98158,40.76338,New York,Clinton
714,-73.98193,40.7383,New York,Gramercy Park
715,-73.99733,40.74697,New York,Chelsea
716,-73.96307,40.77503,New York,Upper East Side
717,-73.79066,40.64387,Jamaica,
718,-73.96223,40.76765,New York,Upper East Side
719,-73.97634,40.75015,New York,Murray Hill
720,0,0,,
721,-74.01684,40.70757,New York,Battery Park City
722,-73.95357,40.77537,New York,Yorkville
723,-73.97258,40.76235,New York,Midtown Center
724,-73.94493,40.82413,New York,Harlem
725,-73.9797,40.77113,New York,Lincoln Square
726,-73.95943,40.77729,New York,Upper East Side
727,-73.99526,40.71364,New York,Chinatown
728,-73.96711,40.80382,New York,Upper West Side
729,-73.97427,40.7539,New York,Midtown Center
730,-73.97083,40.76743,New York,Central Park
731,-73.99762,40.72058,New York,Little Italy
732,-74.00457,40.74697,New York,Chelsea
733,-73.98926,40.72128,New York,Lower East Side
734,-73.97502,40.74598,New York,Murray Hill
735,-73.96345,40.78207,New York,Central Park
736,-73.93949,40.74995,Long Island City,Long Island City
737,-73.9558,40.77958,New York,Upper East Side
738,-73.78187,40.64479,Jamaica,
739,-73.99244,40.71353,New York,Chinatown
740,-73.98526,40.76871,New York,Clinton
741,-73.99626,40.7428,New York,Chelsea
742,-74.00092,40.75798,New York,Hells Kitchen
743,-73.98394,40.75573,New York,Theater District-Times Square
744,-73.96679,40.79404,New York,Upper West Side
745,-73.9934,40.72237,New York,Nolita
746,-73.96283,40.77658,New York,Upper East Side
747,-74.01605,40.71451,New York,Battery Park City
748,-73.9673,40.76136,New York,Midtown Center
749,-74.00032,40.76132,New York,Hells Kitchen
750,-73.79068,40.64645,Jamaica,
751,-73.95381,40.77879,New York,Yorkville
752,-73.9777,40.74243,New York,Kips Bay
753,-73.94458,40.77981,New York,Yorkville
754,-73.99068,40.74449,New York,Midtown South Central
755,-73.98925,40.7398,New York,Flatiron District
756,-73.99127,40.7278,New York,Noho
757,-73.95702,40.78048,New York,Upper East Side
758,-73.97036,40.79689,New York,Upper West Side
759,-74.00884,40.71918,New York,Tribeca
760,-73.99203,40.72401,New York,East Village
761,-73.98683,40.76156,New York,Clinton
762,-73.97386,40.73973,New York,Kips Bay
763,-73.97956,40.78811,New York,Upper West Side
764,-73.98461,40.74606,New York,Midtown South Central
765,-73.99054,40.7443,New York,Midtown South Central
766,-73.9621,40.76735,New York,Upper East Side
767,-73.99695,40.72259,New York,Nolita
768,-74.00364,40.73234,New York,West Village
769,-73.988,40.73189,New York,East Village
770,-74.00649,40.73854,New York,West Village
771,-73.98225,40.73198,New York,Gramercy Park
772,-73.98544,40.76055,New York,Theater District-Times Square
773,-73.99068,40.71727,New York,Lower East Side
774,0,0,,
775,-73.9666,40.79346,New York,Upper West Side
776,-73.98785,40.75512,New York,Theater District-Times Square
777,-74.01126,40.72968,New York,West Village
778,-74.00092,40.74731,New York,Chelsea
779,-74.00505,40.71937,New York,Tribeca
780,-73.99156,40.75008,New York,Chelsea
781,-73.97591,40.74056,New York,Kips Bay
782,-73.98677,40.66855,Brooklyn,Park Slope
783,-73.98761,40.75511,New York,Theater District-Times Square
784,-74.00377,40.7483,New York,Chelsea
785,-74.01277,40.70999,New York,Financial District
786,-73.97447,40.76253,New York,Midtown Center
787,-73.99028,40.75649,New York,Theater District-Times Square
788,-73.97947,40.75523,New York,Midtown Center
789,-73.98358,40.72187,New York,East Village
790,-73.97616,40.75925,New York,Midtown Center
791,-73.99187,40.74255,New York,Midtown South Central
792,-73.99209,40.75828,New York,Clinton
793,-73.95436,40.76414,New York,Upper East Side
794,-73.97277,40.7648,New York,Central Park
795,-73.97037,40.67476,Brooklyn,Prospect Heights
796,-73.99254,40.77013,New York,Clinton
797,-73.97098,40.75827,New York,Midtown Center
798,-73.98067,40.76474,New York,Clinton
799,-73.95044,40.77137,New York,Upper East Side
800,-74.00348,40.7436,New York,Chelsea
801,-73.95915,40.77165,New York,Upper East Side
802,0,0,,
803,-73.99004,40.74742,New York,Chelsea
804,-73.99197,40.75091,New York,Chelsea
805,-73.97497,40.74174,New York,Kips Bay
806,-73.97974,40.75941,New York,Midtown Center
807,-73.9919,40.68471,Brooklyn,Boerum Hill
808,-73.97606,40.75124,New York,Murray Hill
809,-74.00517,40.72844,New York,Soho
810,-73.97762,40.7537,New York,Midtown Center
811,0,0,,
812,-73.97543,40.76024,New York,Midtown Center
813,-73.98734,40.72922,New York,East Village
814,-74.00596,40.7405,New York,Meatpacking District
815,-73.99187,40.7384,New York,Flatiron District
816,-73.97626,40.77632,New York,Lincoln Square
817,-74.00326,40.73154,New York,West Village
818,-73.96806,40.75561,New York,Turtle Bay
819,-73.99189,40.74899,New York,Chelsea
820,-73.96816,40.80225,New York,Upper West Side
821,-74.01018,40.72022,New York,Tribeca
822,-73.9858,40.7563,New York,Theater District-Times Square
823,-74.00322,40.75151,New York,Chelsea
824,-73.97979,40.7811,New York,Upper West Side
825,-74.00632,40.7365,New York,West Village
826,-73.99098,40.7335,New York,Greenwich Village
827,-73.96799,40.75606,New York,Turtle Bay
828,-73.97198,40.74573,New York,Tudor City
829,0,0,,
830,-73.99859,40.71995,New York,Chinatown
831,-73.98884,40.77426,New York,Lincoln Square
832,-73.98731,40.75281,New York,Garment District
833,-73.98357,40.75623,New York,Theater District-Times Square
834,-73.94954,40.7848,New York,Yorkville
835,-73.99054,40.75596,New York,Garment District
836,-73.95325,40.76768,New York,Upper East Side
837,-73.99259,40.75864,New York,Clinton
838,-73.9829,40.73064,New York,East Village
839,-73.95519,40.78004,New York,Upper East Side
840,-73.9487,40.78144,New York,Yorkville
841,-73.94463,40.78735,New York,East Harlem
842,-73.99387,40.74676,New York,Chelsea
843,-73.99974,40.73334,New York,Greenwich Village
844,-73.97846,40.73097,New York,Stuyvesant Town
845,-73.96689,40.79373,New York,Upper West Side
846,-73.97799,40.73767,New York,Kips Bay
847,-73.87086,40.77361,Flushing,East Elmhurst
848,-73.86609,40.77082,Flushing,
849,-73.96658,40.76741,New York,Upper East Side
850,-73.97912,40.76607,New York,Clinton
851,-73.9845,40.73863,New York,Gramercy Park
852,-73.96234,40.7795,New York,Central Park
853,-73.98611,40.74426,New York,Midtown South Central
854,-73.95514,40.76761,New York,Upper East Side
855,0,0,,
856,-73.96923,40.75498,New York,Turtle Bay
857,-73.95266,40.78598,New York,Upper East Side
858,-73.97432,40.76299,New York,Midtown Center
859,-74.00679,40.73923,New York,West Village
860,-74.00636,40.73362,New York,West Village
861,-73.87285,40.77403,Flushing,
862,-73.95442,40.76592,New York,Upper East Side
863,-73.99104,40.74143,New York,Flatiron District
864,-73.97154,40.75736,New York,Midtown Center
865,-73.95206,40.76912,New York,Upper East Side
866,-73.99259,40.75434,New York,Garment District
867,-74.00687,40.73031,New York,West Village
868,-73.97517,40.7519,New York,Midtown Center
869,-73.99353,40.73565,New York,Greenwich Village
870,-73.95614,40.76377,New York,Upper East Side
871,-73.97907,40.74042,New York,Kips Bay
872,-73.96588,40.75466,New York,Turtle Bay
873,-73.95192,40.77763,New York,Yorkville
874,-73.97958,40.74966,New York,Midtown South Central
875,-73.95582,40.78245,New York,Upper East Side
876,-73.96216,40.76767,New York,Upper East Side
877,-73.98489,40.7595,New York,Theater District-Times Square
878,-73.98798,40.75981,New York,Clinton
879,-73.97313,40.75149,New York,Turtle Bay
880,-73.9867,40.70153,Brooklyn,Dumbo
881,-73.97661,40.78798,New York,Upper West Side
882,-73.97041,40.79671,New York,Upper West Side
883,-73.99787,40.68292,Brooklyn,Carroll Gardens
884,-73.96764,40.76257,New York,Upper East Side
885,-73.99563,40.73313,New York,Greenwich Village
886,-73.98812,40.7435,New York,Midtown South Central
887,-73.99851,40.75048,New York,Chelsea
888,-73.96733,40.75861,New York,Turtle Bay
889,-73.97257,40.78583,New York,Upper West Side
890,-73.97642,40.75438,New York,Midtown Center
891,-73.93129,40.74063,Long Island City,Sunnyside
892,-73.99758,40.68779,Brooklyn,Cobble Hill
893,-73.99133,40.74887,New York,Chelsea
894,-74.00478,40.74078,New York,Chelsea
895,-73.9981,40.72281,New York,Soho
896,-73.98242,40.76295,New York,Theater District-Times Square
897,-73.99762,40.721,New York,Soho
898,-73.98135,40.74973,New York,Midtown South Central
899,-74.00271,40.75528,New York,Chelsea
900,-73.98911,40.73637,New York,Gramercy Park
901,-73.9846,40.74244,New York,Kips Bay
902,-73.98176,40.74061,New York,Kips Bay
903,-73.99195,40.7504,New York,Chelsea
904,-73.99437,40.76089,New York,Clinton
905,-73.95529,40.77938,New York,Upper East Side
906,-73.98865,40.72268,New York,Lower East Side
907,-73.97746,40.76287,New York,Midtown Center
908,-73.97997,40.74575,New York,Kips Bay
909,-73.96231,40.77328,New York,Upper East Side
910,-73.95658,40.77793,New York,Upper East Side
911,-73.96657,40.76167,New York,Upper East Side
912,-73.9837,40.72584,New York,East Village
913,-73.93564,40.75581,Long Island City,Astoria
914,-73.90206,40.76402,Woodside,Woodside
915,-73.873,40.77415,Flushing,
916,-73.98119,40.73079,New York,East Village
917,-73.97228,40.7474,New York,Murray Hill
918,-73.99191,40.74899,New York,Chelsea
919,-73.98687,40.73933,New York,Gramercy Park
920,-73.97711,40.76425,New York,Midtown Center
921,-73.97977,40.78406,New York,Upper West Side
922,-73.99545,40.74452,New York,Chelsea
923,-73.98522,40.76337,New York,Theater District-Times Square
924,-73.99372,40.75682,New York,Garment District
925,-73.98293,40.72425,New York,East Village
926,-73.97677,40.75046,New York,Murray Hill
927,-73.95427,40.78989,New York,East Harlem
928,-73.96904,40.79076,New York,Upper West Side
929,-73.97894,40.7506,New York,Midtown South Central
930,-73.97588,40.75564,New York,Midtown Center
931,-73.99421,40.75115,New York,Chelsea
932,-73.9768,40.75137,New York,Murray Hill
933,-73.97936,40.76143,New York,Midtown Center
934,-73.97274,40.75326,New York,Midtown Center
935,-74.00426,40.73414,New York,West Village
936,-73.98857,40.7582,New York,Theater District-Times Square
937,-73.95976,40.77031,New York,Upper East Side
938,-73.99595,40.7244,New York,Soho
939,-73.9651,40.80659,New York,Morningside Heights
940,-73.96152,40.75636,New York,Sutton Place
941,-73.99232,40.73113,New York,Greenwich Village
942,-73.99992,40.73302,New York,Greenwich Village
943,-73.99183,40.72228,New York,Lower East Side
944,-74.0089,40.71925,New York,Tribeca
945,-74.00382,40.71317,New York,Civic Center
946,-73.97105,40.76387,New York,Upper East Side
947,-73.99761,40.74143,New York,Chelsea
948,-73.98061,40.76992,New York,Lincoln Square
949,-73.98767,40.71979,New York,Lower East Side
950,-73.98386,40.78116,New York,Upper West Side
951,-73.99484,40.75137,New York,Chelsea
952,-74.00069,40.71963,New York,Chinatown
953,-73.97067,40.79643,New York,Upper West Side
954,-73.98202,40.76762,New York,Clinton
955,-73.94714,40.77997,New York,Yorkville
956,-73.98437,40.74293,New York,Kips Bay
957,-73.98891,40.69247,Brooklyn,Downtown Brooklyn
958,-73.99014,40.75507,New York,Garment District
959,-73.98013,40.74884,New York,Midtown South Central
960,-73.96018,40.81327,New York,Morningside Heights
961,-73.99597,40.73854,New York,Flatiron District
962,-73.98581,40.78132,New York,Upper West Side
963,-73.98234,40.73179,New York,Gramercy Park
964,-73.99151,40.75021,New York,Chelsea
965,-74.00071,40.7321,New York,West Village
966,-73.95397,40.78759,New York,East Harlem
967,-73.99321,40.72163,New York,Lower East Side
968,-73.98832,40.75343,New York,Garment District
969,-74.00236,40.70664,New York,Financial District
970,-73.97845,40.74852,New York,Murray Hill
971,0,0,,
972,-73.96631,40.80491,New York,Morningside Heights
973,-73.95863,40.76853,New York,Upper East Side
974,-73.99767,40.7466,New York,Chelsea
975,-73.9618,40.77954,New York,Central Park
976,-73.98897,40.7731,New York,Lincoln Square
977,-73.97824,40.74571,New York,Kips Bay
978,-73.9723,40.7466,New York,Murray Hill
979,-73.88537,40.77307,Flushing,
980,-73.95731,40.78037,New York,Upper East Side
981,-73.97999,40.76353,New York,Clinton
982,-73.9851,40.72376,New York,East Village
983,0,0,,
984,0,0,,
985,-73.98523,40.75785,New York,Theater District-Times Square
986,-73.99541,40.7604,New York,Clinton
