STT,dropoff_longitude,dropoff_latitude,DOcity,DOdistrict
607,-73.94912,40.68716,Brooklyn,Bedford-Stuyvesant
608,-73.96973,40.76136,New York,Midtown Center
609,-73.96826,40.75933,New York,Midtown Center
610,-73.96327,40.80375,New York,Morningside Heights
611,-73.97408,40.76469,New York,Midtown Center
612,-73.98299,40.76481,New York,Clinton
613,-73.97206,40.7656,New York,Central Park
614,-73.97071,40.75684,New York,Midtown Center
615,-74.00226,40.73466,New York,West Village
616,-74.01244,40.717,New York,Tribeca
617,-73.97717,40.7368,New York,Kips Bay
618,-73.99313,40.74244,New York,Chelsea
619,-73.98257,40.76267,New York,Theater District-Times Square
620,-74.00197,40.72633,New York,Soho
621,-73.95422,40.77545,New York,Yorkville
622,-73.99691,40.73285,New York,Greenwich Village
623,-73.96382,40.67745,Brooklyn,Prospect Heights
624,-73.9848,40.76053,New York,Theater District-Times Square
625,-73.9432,40.77756,New York,Yorkville
626,-73.98857,40.76359,New York,Clinton
627,-73.98494,40.74838,New York,Koreatown
628,-73.98944,40.75776,New York,Clinton
629,-73.79023,40.64682,Jamaica,
630,-73.99185,40.73869,New York,Flatiron District
631,-74.01039,40.71115,New York,Financial District
632,-73.98715,40.77063,New York,Lincoln Square
633,-73.95911,40.80102,New York,Morningside Heights
634,-73.91152,40.86105,Bronx,University Heights-Morris Heights
635,-73.9961,40.7204,New York,Little Italy
636,-73.96806,40.78716,New York,Upper West Side
637,-73.9874,40.76041,New York,Theater District-Times Square
638,-73.96331,40.76255,New York,Upper East Side
639,-73.99375,40.75683,New York,Garment District
640,-73.98794,40.73246,New York,Greenwich Village
641,-73.96602,40.80011,New York,Upper West Side
642,-73.96885,40.76497,New York,Upper East Side
643,-73.98353,40.73832,New York,Gramercy Park
644,-73.99472,40.74558,New York,Chelsea
645,-73.98363,40.7666,New York,Clinton
646,-73.97954,40.78377,New York,Upper West Side
647,0,0,,
648,-73.94988,40.6767,Brooklyn,Bedford-Stuyvesant
649,-73.95254,40.78336,New York,Upper East Side
650,-73.96267,40.69381,Brooklyn,Clinton Hill
651,-73.94611,40.83037,New York,Harlem
652,-73.9523,40.773,New York,Yorkville
653,-73.98871,40.73421,New York,Gramercy Park
654,0,0,,
655,-73.98448,40.72566,New York,East Village
656,-73.99476,40.73638,New York,Greenwich Village
657,-73.89065,40.74706,Jackson Heights,Jackson Heights
658,-73.97887,40.75916,New York,Midtown Center
659,-73.99059,40.73487,New York,Gramercy Park
660,-73.97495,40.75559,New York,Midtown Center
661,-73.9915,40.7499,New York,Chelsea
662,-73.97275,40.79579,New York,Upper West Side
663,-73.97081,40.79679,New York,Upper West Side
664,-73.95653,40.77757,New York,Upper East Side
665,-73.95213,40.77325,New York,Yorkville
666,-73.95746,40.76443,New York,Upper East Side
667,-73.96074,40.80715,New York,Morningside Heights
668,-74.00486,40.75194,New York,Chelsea
669,-73.96233,40.77819,New York,Upper East Side
670,-74.00468,40.74206,New York,Chelsea
671,-73.97994,40.76055,New York,Theater District-Times Square
672,-74.0066,40.74061,New York,Meatpacking District
673,-73.96199,40.77358,New York,Upper East Side
674,-73.95488,40.71649,Brooklyn,Greenpoint
675,-73.98775,40.74896,New York,Koreatown
676,-73.97315,40.78677,New York,Upper West Side
677,-73.9762,40.78251,New York,Upper West Side
678,-73.95599,40.71395,Brooklyn,Williamsburg
679,-73.88189,40.87989,Bronx,Norwood
680,-73.99,40.74428,New York,Midtown South Central
681,-73.92761,40.68359,Brooklyn,Bedford-Stuyvesant
682,-73.98647,40.75884,New York,Theater District-Times Square
683,-73.98089,40.7734,New York,Lincoln Square
684,-74.00452,40.75189,New York,Chelsea
685,-73.97628,40.75066,New York,Murray Hill
686,-73.91575,40.76418,Astoria,Astoria
687,-73.9725,40.74976,New York,Murray Hill
688,-73.96993,40.76157,New York,Midtown Center
689,-73.9996,40.74412,New York,Chelsea
690,-73.9745,40.78302,New York,Upper West Side
691,-73.9901,40.73515,New York,Flatiron District
692,-73.86479,40.77037,Flushing,
693,-73.95192,40.77777,New York,Yorkville
694,-73.96622,40.79325,New York,Upper West Side
695,-73.99301,40.71789,New York,Chinatown
696,-73.99428,40.69308,Brooklyn,
697,-73.9916,40.75014,New York,Chelsea
698,-73.92786,40.75995,Astoria,Astoria
699,-73.96576,40.77422,New York,Central Park
700,-74.00771,40.7155,New York,Tribeca
701,-73.98358,40.76105,New York,Theater District-Times Square
702,-74.00353,40.70799,New York,Financial District
703,-73.98031,40.76916,New York,Central Park
704,-73.99838,40.71886,New York,Little Italy
705,-73.97293,40.75953,New York,Midtown Center
706,-73.97222,40.79634,New York,Upper West Side
707,-74.00569,40.74054,New York,Meatpacking District
708,-73.99764,40.75649,New York,Hells Kitchen
709,-73.98453,40.737,New York,Gramercy Park
710,-73.96795,40.76139,New York,Midtown Center
711,-73.97015,40.76833,New York,Upper East Side
712,0,0,,
713,-73.9207,40.74316,Sunnyside,Sunnyside
714,-73.99026,40.74619,New York,Midtown South Central
715,-74.00546,40.75113,New York,Chelsea
716,-73.95965,40.77322,New York,Upper East Side
717,-73.93595,40.75194,Long Island City,Long Island City
718,-73.96966,40.76626,New York,Upper East Side
719,-73.98369,40.78079,New York,Upper West Side
720,0,0,,
721,-74.0077,40.70528,New York,Financial District
722,-73.97387,40.74402,New York,Murray Hill
723,-73.95231,40.77196,New York,Upper East Side
724,-74.00685,40.74898,New York,Chelsea
725,-74.00788,40.73273,New York,West Village
726,-73.96929,40.76385,New York,Upper East Side
727,-74.00313,40.72675,New York,Soho
728,-73.96713,40.79357,New York,Upper West Side
729,-73.98458,40.7303,New York,East Village
730,-73.97911,40.76675,New York,Clinton
731,-74.00866,40.73814,New York,West Village
732,-73.99295,40.75216,New York,Garment District
733,-73.98484,40.7558,New York,Theater District-Times Square
734,-73.9895,40.7286,New York,East Village
735,-73.96459,40.77763,New York,Central Park
736,-73.91237,40.77099,Astoria,Ditmars Steinway
737,-73.95657,40.77102,New York,Upper East Side
738,-73.90585,40.84893,Bronx,Mount Hope
739,-73.97485,40.74207,New York,Kips Bay
740,-73.9826,40.76366,New York,Clinton
741,-73.9903,40.7329,New York,Greenwich Village
742,-73.98874,40.74345,New York,Midtown South Central
743,-73.9799,40.76174,New York,Theater District-Times Square
744,-73.96009,40.80139,New York,Upper West Side
745,-73.98175,40.72758,New York,East Village
746,-73.98694,40.7685,New York,Clinton
747,-74.00686,40.70577,New York,Financial District
748,-73.98813,40.75917,New York,Theater District-Times Square
749,-74.0151,40.7048,New York,Financial District
750,-73.9597,40.77521,New York,Upper East Side
751,-73.95908,40.77464,New York,Upper East Side
752,-73.9942,40.72929,New York,Greenwich Village
753,-73.78997,40.6433,Jamaica,
754,-74.00448,40.7523,New York,Chelsea
755,-73.98211,40.76901,New York,Lincoln Square
756,-73.9878,40.72101,New York,Lower East Side
757,-73.97665,40.75526,New York,Midtown Center
758,-73.96344,40.77675,New York,Upper East Side
759,-73.97601,40.72378,New York,East Village
760,-74.00715,40.74148,New York,Meatpacking District
761,-73.9847,40.75112,New York,Midtown South Central
762,-73.86183,40.7684,Flushing,
763,-73.99532,40.74995,New York,Chelsea
764,-73.99978,40.72241,New York,Soho
765,-73.9823,40.74095,New York,Kips Bay
766,-73.96769,40.76309,New York,Upper East Side
767,-73.98897,40.73087,New York,East Village
768,-73.99555,40.76705,New York,Clinton
769,-73.99108,40.71467,New York,Chinatown
770,-73.97564,40.72418,New York,East Village
771,-73.95487,40.76521,New York,Upper East Side
772,-73.99103,40.75026,New York,Chelsea
773,-74.01656,40.7167,New York,Battery Park City
774,0,0,,
775,-73.96555,40.76359,New York,Upper East Side
776,-73.99395,40.74636,New York,Chelsea
777,-74.00909,40.74081,New York,Meatpacking District
778,-73.95901,40.68374,Brooklyn,Clinton Hill
779,-73.97993,40.74969,New York,Midtown South Central
780,-73.97959,40.75301,New York,Midtown Center
781,-73.97531,40.75164,New York,Midtown Center
782,-73.97741,40.68096,Brooklyn,Park Slope
783,-73.99014,40.77156,New York,Lincoln Square
784,-73.98544,40.76345,New York,Clinton
785,-73.98841,40.718,New York,Lower East Side
786,-73.98208,40.75884,New York,Theater District-Times Square
787,-73.96768,40.76033,New York,Midtown Center
788,-73.99699,40.73359,New York,Greenwich Village
789,-73.99523,40.75212,New York,Chelsea
790,-73.98727,40.74444,New York,Midtown South Central
791,-74.01506,40.70928,New York,Financial District
792,-73.99388,40.73573,New York,Greenwich Village
793,-73.97085,40.7586,New York,Midtown Center
794,-73.99472,40.76013,New York,Clinton
795,-73.97251,40.69145,Brooklyn,Fort Greene
796,-73.78755,40.6457,Jamaica,
797,-73.96258,40.75534,New York,Sutton Place
798,-73.98963,40.75216,New York,Garment District
799,-73.96702,40.75335,New York,Turtle Bay
800,-73.99446,40.72121,New York,Nolita
801,-73.96865,40.76149,New York,Midtown Center
802,0,0,,
803,-73.97898,40.75375,New York,Midtown Center
804,-73.99042,40.75687,New York,Garment District
805,-73.98572,40.77794,New York,Lincoln Square
806,-73.98815,40.76158,New York,Clinton
807,-73.97844,40.65878,Brooklyn,Windsor Terrace
808,-73.97871,40.7627,New York,Clinton
809,-73.9865,40.74287,New York,Midtown South Central
810,-73.99037,40.75143,New York,Garment District
811,0,0,,
812,-73.99841,40.72285,New York,Soho
813,-73.98906,40.72293,New York,Lower East Side
814,-73.98962,40.72635,New York,East Village
815,-73.99468,40.74283,New York,Chelsea
816,-73.98239,40.78182,New York,Upper West Side
817,-74.01175,40.70816,New York,Financial District
818,-73.96224,40.76769,New York,Upper East Side
819,-73.94886,40.78154,New York,Yorkville
820,-73.95269,40.78343,New York,Upper East Side
821,-73.96961,40.8001,New York,Upper West Side
822,-73.97733,40.75193,New York,Murray Hill
823,-73.98899,40.75847,New York,Clinton
824,-73.97577,40.77652,New York,Upper West Side
825,-73.97091,40.75549,New York,Turtle Bay
826,-73.99608,40.72609,New York,Noho
827,-73.98636,40.75964,New York,Theater District-Times Square
828,-73.98223,40.76667,New York,Clinton
829,0,0,,
830,-73.98566,40.73095,New York,East Village
831,-73.97191,40.74994,New York,Turtle Bay
832,-74.00754,40.70512,New York,Financial District
833,-74.0011,40.74456,New York,Chelsea
834,-73.96838,40.79313,New York,Upper West Side
835,-73.98274,40.76232,New York,Theater District-Times Square
836,-73.99156,40.74965,New York,Chelsea
837,-74.00168,40.73935,New York,West Village
838,-74.00152,40.72615,New York,Soho
839,-73.99034,40.75652,New York,Garment District
840,-73.95016,40.79284,New York,East Harlem
841,-73.96064,40.76564,New York,Upper East Side
842,-73.97849,40.73713,New York,Kips Bay
843,-73.95421,40.76655,New York,Upper East Side
844,-73.97627,40.75203,New York,Midtown Center
845,-73.98508,40.76945,New York,Lincoln Square
846,-73.94536,40.78251,New York,Yorkville
847,-73.96325,40.76338,New York,Upper East Side
848,-73.97912,40.75601,New York,Midtown Center
849,-73.99563,40.76463,New York,Clinton
850,-73.95714,40.77526,New York,Upper East Side
851,-73.98129,40.75155,New York,Midtown South Central
852,-73.98269,40.76478,New York,Clinton
853,-73.98491,40.76021,New York,Theater District-Times Square
854,-73.96219,40.77371,New York,Upper East Side
855,0,0,,
856,-73.97406,40.7512,New York,Turtle Bay
857,-73.97665,40.77747,New York,Upper West Side
858,-73.97748,40.75383,New York,Midtown Center
859,-74.00685,40.74387,New York,Chelsea
860,-73.99455,40.74612,New York,Chelsea
861,-73.94066,40.67809,Brooklyn,Bedford-Stuyvesant
862,-73.9718,40.75713,New York,Midtown Center
863,-73.99585,40.71889,New York,Little Italy
864,-73.95363,40.77025,New York,Upper East Side
865,-74.00069,40.71514,New York,Chinatown
866,-73.99131,40.75053,New York,Chelsea
867,-74.00824,40.74888,New York,Chelsea
868,-74.00191,40.73043,New York,West Village
869,-73.98972,40.73315,New York,Greenwich Village
870,-73.98974,40.72073,New York,Lower East Side
871,-73.98171,40.77862,New York,Lincoln Square
872,-73.98824,40.73461,New York,Gramercy Park
873,-73.95524,40.76923,New York,Upper East Side
874,-73.99032,40.75156,New York,Garment District
875,-73.96036,40.7696,New York,Upper East Side
876,-73.9605,40.7758,New York,Upper East Side
877,-74.00471,40.74685,New York,Chelsea
878,-74.00248,40.76075,New York,Hells Kitchen
879,-73.97668,40.76543,New York,Clinton
880,-73.97754,40.74803,New York,Murray Hill
881,-73.94975,40.78446,New York,Yorkville
882,-73.94273,40.80582,New York,Harlem
883,-73.99589,40.69533,Brooklyn,
884,-73.98413,40.75118,New York,Midtown South Central
885,-73.98639,40.75165,New York,Garment District
886,-73.99276,40.69348,Brooklyn,
887,-74.01279,40.7182,New York,Tribeca
888,-73.98458,40.77514,New York,Lincoln Square
889,-73.97615,40.79135,New York,Upper West Side
890,-73.97223,40.75258,New York,Turtle Bay
891,-73.90398,40.7207,Maspeth,Maspeth
892,-73.99759,40.68779,Brooklyn,Cobble Hill
893,-73.9776,40.75836,New York,Midtown Center
894,-73.98978,40.74197,New York,Midtown South Central
895,-73.98794,40.73445,New York,Gramercy Park
896,-73.98155,40.75037,New York,Midtown South Central
897,-73.9809,40.73064,New York,Stuyvesant Town
898,-73.95684,40.74481,Long Island City,Hunters Point
899,-73.97274,40.74354,New York,Tudor City
900,-73.94331,40.81024,New York,Harlem
901,-73.96594,40.76213,New York,Upper East Side
902,-73.98443,40.74844,New York,Midtown South Central
903,-74.00463,40.74706,New York,Chelsea
904,-73.8866,40.75722,East Elmhurst,Jackson Heights
905,-73.96841,40.79337,New York,Upper West Side
906,-73.96247,40.76711,New York,Upper East Side
907,-73.96918,40.7611,New York,Midtown Center
908,-73.99229,40.72498,New York,Noho
909,-73.96367,40.75614,New York,Sutton Place
910,-73.97278,40.73665,New York,Kips Bay
911,-73.95968,40.77958,New York,Upper East Side
912,-73.989,40.7223,New York,Lower East Side
913,-73.91743,40.76086,Astoria,Astoria
914,-73.90193,40.76376,Woodside,Woodside
915,-73.97084,40.75103,New York,Turtle Bay
916,-73.98656,40.74336,New York,Midtown South Central
917,-73.95685,40.77499,New York,Upper East Side
918,-74.00006,40.74607,New York,Chelsea
919,-73.98994,40.72328,New York,Lower East Side
920,-73.97512,40.75535,New York,Midtown Center
921,-73.97639,40.79078,New York,Upper West Side
922,-73.99545,40.71955,New York,Little Italy
923,-73.95476,40.80517,New York,Harlem
924,-73.98759,40.72116,New York,Lower East Side
925,-73.99878,40.73415,New York,Greenwich Village
926,-73.96458,40.77303,New York,Upper East Side
927,-73.96669,40.80348,New York,Upper West Side
928,-73.94181,40.79028,New York,East Harlem
929,-73.96856,40.75915,New York,Midtown Center
930,-73.99449,40.72493,New York,Noho
931,-74.00471,40.75223,New York,Chelsea
932,-74.17666,40.69391,Newark,
933,-73.98758,40.76886,New York,Clinton
934,-73.92195,40.82795,Bronx,East Concourse-Concourse Village
935,-73.98346,40.74711,New York,Midtown South Central
936,-74.00041,40.75857,New York,Hells Kitchen
937,-73.95292,40.78606,New York,Upper East Side
938,-73.993,40.74958,New York,Chelsea
939,-73.97753,40.78721,New York,Upper West Side
940,-73.95068,40.77929,New York,Yorkville
941,-73.98571,40.74251,New York,Midtown South Central
942,-73.99304,40.75289,New York,Garment District
943,-73.98816,40.76244,New York,Clinton
944,-74.00947,40.71523,New York,Tribeca
945,-73.99128,40.74983,New York,Chelsea
946,-73.96271,40.77538,New York,Upper East Side
947,-73.99312,40.73237,New York,Greenwich Village
948,-73.96566,40.76572,New York,Upper East Side
949,-73.99078,40.75098,New York,Chelsea
950,-74.0136,40.71527,New York,Battery Park City
951,-73.97867,40.76435,New York,Clinton
952,-74.01304,40.70608,New York,Financial District
953,-73.97849,40.78415,New York,Upper West Side
954,-73.95937,40.77101,New York,Upper East Side
955,-73.98721,40.7609,New York,Clinton
956,-73.9563,40.74767,Long Island City,Hunters Point
957,-73.93595,40.8069,New York,East Harlem
958,-73.99433,40.74594,New York,Chelsea
959,-73.98664,40.7345,New York,Gramercy Park
960,-73.9818,40.77921,New York,Upper West Side
961,-73.99401,40.76174,New York,Clinton
962,-73.98351,40.76445,New York,Clinton
963,-74.00249,40.74381,New York,Chelsea
964,-73.9874,40.72245,New York,Lower East Side
965,-73.9369,40.80006,New York,East Harlem
966,-73.92076,40.8161,Bronx,Melrose South-Mott Haven North
967,-73.93189,40.70624,Brooklyn,East Williamsburg
968,-73.78896,40.64159,Jamaica,
969,-73.99115,40.75398,New York,Garment District
970,-73.95678,40.73727,Brooklyn,Greenpoint
971,0,0,,
972,-73.94305,40.84383,New York,Washington Heights South
973,-73.98413,40.73193,New York,East Village
974,-74.00618,40.74045,New York,Meatpacking District
975,-73.94645,40.7739,New York,Yorkville
976,-73.95831,40.77251,New York,Upper East Side
977,-73.96522,40.76477,New York,Upper East Side
